ID,Title,Artist,Album,Track,Date,Length,Path,Format
164,Aghoush (Remix),Shadmehr Aghili,Single Track,-,2015,04:30,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Aghoush (Remix).mp3,mp3
165,Ayandeh (Remix),Shadmehr Aghili,Single Track,-,2014,04:31,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Ayandeh (Remix).mp3,mp3
166,Entekhab,Shadmehr Aghili,Single Track,-,2012,04:13,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Entekhab.mp3,mp3
167,Ghalbe Man (Remix),Shadmehr Aghili,Single Track,-,2017,02:50,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Ghalbe Man (Remix).mp3,mp3
168,Ghorour (Clean Version),Shadmehr Aghili,Single Track,-,2017,03:35,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Ghorour (Clean Version).mp3,mp3
169,Rabeteh (Remix),Shadmehr Aghili,Single Track,-,2014,04:13,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rabeteh (Remix).mp3,mp3
170,Rabeteh,Shadmehr Aghili,Single Track,-,2014,04:58,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rabeteh.mp3,mp3
171,Rouze Sard (Instrumental),Shadmehr Aghili,Single Track,-,2017,03:52,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rouze Sard (Instrumental).mp3,mp3
172,Rouze Sard (Live),Shadmehr Aghili,Single Track,-,2017,04:16,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rouze Sard (Live).mp3,mp3
173,Safar,Shadmehr Aghili,Single Track,-,2017,04:26,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Safar.mp3,mp3
174,Taghdir (Live),Shadmehr Aghili,Single Track,-,2017,04:17,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Taghdir (Live).mp3,mp3
175,Tajrobeh Kon - Aghlo Eshgh (Live),Shadmehr Aghili,Single Track,-,2017,04:33,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Tajrobeh Kon - Aghlo Eshgh (Live).mp3,mp3
176,Vares,Shadmehr Aghili,Single Track,-,2016,04:59,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Vares.mp3,mp3
177,Wake Me Up (Live),Shadmehr Aghili,Single Track,-,2015,02:46,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Wake Me Up (Live).mp3,mp3
178,Naghmeye Shadi,Shadmehr Aghili,Bahare Man,1,1997,05:43,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/1-Naghmeye Shadi.mp3,mp3
179,Sorour II,Shadmehr Aghili,Bahare Man,10,1997,05:47,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/10-Sorour II.mp3,mp3
180,Jane Maryam I,Shadmehr Aghili,Bahare Man,11,1997,01:33,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/11-Jane Maryam I.mp3,mp3
181,Jane Maryam II,Shadmehr Aghili,Bahare Man,12,1997,05:02,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/12-Jane Maryam II.mp3,mp3
182,Avaei Dar Shab I,Shadmehr Aghili,Bahare Man,13,1997,01:25,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/13-Avaei Dar Shab I.mp3,mp3
183,Avaei Dar Shab II,Shadmehr Aghili,Bahare Man,14,1997,06:01,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/14-Avaei Dar Shab II.mp3,mp3
184,Dardashti,Shadmehr Aghili,Bahare Man,15,1997,04:43,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/15-Dardashti.mp3,mp3
185,Naghmeye Shadi (Solo),Shadmehr Aghili,Bahare Man,16,1997,02:05,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/16-Naghmeye Shadi (Solo).mp3,mp3
186,Elaheye Naz I,Shadmehr Aghili,Bahare Man,2,1997,03:01,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/2-Elaheye Naz I.mp3,mp3
187,Elaheye Naz II,Shadmehr Aghili,Bahare Man,3,1997,06:32,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/3-Elaheye Naz II.mp3,mp3
188,Az Mohabbat I,Shadmehr Aghili,Bahare Man,4,1997,02:18,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/4-Az Mohabbat I.mp3,mp3
189,Az Mohabbat II,Shadmehr Aghili,Bahare Man,5,1997,04:25,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/5-Az Mohabbat II.mp3,mp3
190,Bahare Man I,Shadmehr Aghili,Bahare Man,6,1997,02:53,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/6-Bahare Man I.mp3,mp3
191,Bahare Man II,Shadmehr Aghili,Bahare Man,7,1997,05:30,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/7-Bahare Man II.mp3,mp3
192,Gole Gandom,Shadmehr Aghili,Bahare Man,8,1997,06:54,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/8-Gole Gandom.mp3,mp3
193,Sorour I,Shadmehr Aghili,Bahare Man,9,1997,02:32,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Bahare Man/9-Sorour I.mp3,mp3
194,Rage Khab,Shadmehr Aghili,Rage Khab,1,2004,05:42,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/1-Rage Khab.mp3,mp3
195,Ghorbat,Shadmehr Aghili,Rage Khab,10,2004,02:55,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/10-Ghorbat.mp3,mp3
196,Bidari,Shadmehr Aghili,Rage Khab,2,2004,03:44,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/2-Bidari.mp3,mp3
197,Kabous,Shadmehr Aghili,Rage Khab,3,2004,04:03,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/3-Kabous.mp3,mp3
198,Roya,Shadmehr Aghili,Rage Khab,4,2004,04:16,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/4-Roya.mp3,mp3
199,Darya,Shadmehr Aghili,Rage Khab,5,2004,02:35,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/5-Darya.mp3,mp3
200,Mehrabouni,Shadmehr Aghili,Rage Khab,6,2004,03:24,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/6-Mehrabouni.mp3,mp3
201,Dele Khosh,Shadmehr Aghili,Rage Khab,7,2004,04:32,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/7-Dele Khosh.mp3,mp3
202,Atash,Shadmehr Aghili,Rage Khab,8,2004,05:10,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/8-Atash.mp3,mp3
203,Zendegi,Shadmehr Aghili,Rage Khab,9,2004,04:11,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Rage Khab/9-Zendegi.mp3,mp3
204,Maeboud,Shadmehr Aghili,Naghmehaye Mashreghi,1,2002,03:49,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/1-Maeboud.mp3,mp3
205,Dar Bi Nahayate Shab,Shadmehr Aghili,Naghmehaye Mashreghi,10,2002,04:37,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/10-Dar Bi Nahayate Shab.mp3,mp3
206,Arezouha,Shadmehr Aghili,Naghmehaye Mashreghi,11,2002,06:20,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/11-Arezouha.mp3,mp3
207,Ghafas,Shadmehr Aghili,Naghmehaye Mashreghi,12,2002,05:58,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/12-Ghafas.mp3,mp3
208,Atro Shabnam II,Shadmehr Aghili,Naghmehaye Mashreghi,13,2002,04:02,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/13-Atro Shabnam II.mp3,mp3
209,Vaghfe Parandeha,Shadmehr Aghili,Naghmehaye Mashreghi,2,2002,04:46,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/2-Vaghfe Parandeha.mp3,mp3
210,Baghe Zendegi,Shadmehr Aghili,Naghmehaye Mashreghi,3,2002,04:20,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/3-Baghe Zendegi.mp3,mp3
211,Tabassom,Shadmehr Aghili,Naghmehaye Mashreghi,4,2002,05:02,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/4-Tabassom.mp3,mp3
212,Taghdir,Shadmehr Aghili,Naghmehaye Mashreghi,5,2002,04:25,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/5-Taghdir.mp3,mp3
213,Ghesmat,Shadmehr Aghili,Naghmehaye Mashreghi,6,2002,03:18,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/6-Ghesmat.mp3,mp3
214,Atro Shabnam I,Shadmehr Aghili,Naghmehaye Mashreghi,7,2002,02:09,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/7-Atro Shabnam I.mp3,mp3
215,Hezaro Yek Shab,Shadmehr Aghili,Naghmehaye Mashreghi,8,2002,04:33,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/8-Hezaro Yek Shab.mp3,mp3
216,Mano To Derakhto Baroun,Shadmehr Aghili,Naghmehaye Mashreghi,9,2002,03:09,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Mashreghi/9-Mano To Derakhto Baroun.mp3,mp3
217,Pishkesh,Shadmehr Aghili,Naghmehaye Sharghi,1,1999,04:03,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Sharghi/1-Pishkesh.mp3,mp3
218,Niyaz,Shadmehr Aghili,Naghmehaye Sharghi,2,1999,05:19,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Sharghi/2-Niyaz.mp3,mp3
219,Taghdir,Shadmehr Aghili,Naghmehaye Sharghi,3,1999,04:31,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Sharghi/3-Taghdir.mp3,mp3
220,Gereftar,Shadmehr Aghili,Naghmehaye Sharghi,4,1999,04:49,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Sharghi/4-Gereftar.mp3,mp3
221,Tabassom,Shadmehr Aghili,Naghmehaye Sharghi,5,1999,05:06,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Sharghi/5-Tabassom.mp3,mp3
222,Hogheh,Shadmehr Aghili,Naghmehaye Sharghi,6,1999,04:32,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Sharghi/6-Hogheh.mp3,mp3
223,Adama,Shadmehr Aghili,Naghmehaye Sharghi,7,1999,05:18,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Sharghi/7-Adama.mp3,mp3
224,Shayad,Shadmehr Aghili,Naghmehaye Sharghi,8,1999,04:44,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Naghmehaye Sharghi/8-Shayad.mp3,mp3
225,Mashghe Sokout,Shadmehr Aghili,Mashghe Sokout,1,1999,03:48,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/1-Mashghe Sokout.mp3,mp3
226,Sole Vahshi,Shadmehr Aghili,Mashghe Sokout,10,1999,03:31,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/10-Sole Vahshi.mp3,mp3
227,Mosafer,Shadmehr Aghili,Mashghe Sokout,11,1999,05:20,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/11-Mosafer.mp3,mp3
228,Atro Shabnam,Shadmehr Aghili,Mashghe Sokout,2,1999,04:31,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/2-Atro Shabnam.mp3,mp3
229,Hezaro Yek Shab,Shadmehr Aghili,Mashghe Sokout,3,1999,04:33,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/3-Hezaro Yek Shab.mp3,mp3
230,Pole Atefeh,Shadmehr Aghili,Mashghe Sokout,4,1999,04:06,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/4-Pole Atefeh.mp3,mp3
231,Bitabi,Shadmehr Aghili,Mashghe Sokout,5,1999,03:44,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/5-Bitabi.mp3,mp3
232,Rouhe Sabz,Shadmehr Aghili,Mashghe Sokout,6,1999,04:18,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/6-Rouhe Sabz.mp3,mp3
233,Ghame Tanhaei,Shadmehr Aghili,Mashghe Sokout,7,1999,04:10,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/7-Ghame Tanhaei.mp3,mp3
234,Hadise Mehrabouni,Shadmehr Aghili,Mashghe Sokout,8,1999,05:43,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/8-Hadise Mehrabouni.mp3,mp3
235,Arezouha,Shadmehr Aghili,Mashghe Sokout,9,1999,05:08,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Mashghe Sokout/9-Arezouha.mp3,mp3
236,Fasle Ashenaei,Shadmehr Aghili,Antique,1,2010,03:54,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Antique/1-Fasle Ashenaei.mp3,mp3
237,Ghafas,Shadmehr Aghili,Antique,2,2010,06:00,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Antique/2-Ghafas.mp3,mp3
238,Baghe Zendegi,Shadmehr Aghili,Antique,3,2010,03:48,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Antique/3-Baghe Zendegi.mp3,mp3
239,Ghame Tanhaei,Shadmehr Aghili,Antique,4,2010,04:09,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Antique/4-Ghame Tanhaei.mp3,mp3
240,Bi Nahayate Shab,Shadmehr Aghili,Antique,5,2010,06:11,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Antique/5-Bi Nahayate Shab.mp3,mp3
241,Maeboud,Shadmehr Aghili,Antique,6,2010,04:00,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Antique/6-Maeboud.mp3,mp3
242,Atro Shabnam,Shadmehr Aghili,Antique,7,2010,05:03,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Antique/7-Atro Shabnam.mp3,mp3
243,Jaddeh (Instrumental),Shadmehr Aghili,Antique,8,2010,02:46,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Antique/8-Jaddeh (Instrumental).mp3,mp3
244,Yakh Zadam,Shadmehr Aghili,Yakh Zadam (www.MusicBaran.Org),-,2021,03:25,/var/home/miladsharifiteh/Music/Shadmehr Aghili/Yakh Zadam.mp3,mp3
245,Zendanban,Mohsen Chavoshi,Zendanban (www.MusicBaran.Org),-,2025,04:00,/var/home/miladsharifiteh/Downloads/Mohsen Chavoshi - Zendanban.wav,wav
