ID,Title,Artist,Album,Track,Date,Length,Path,Format
315,Man Tora Asan Nayavardam Bedast,Golpa,Taghdir,4,1996,03:56,/var/home/miladsharifiteh/Music/Various Artists/Taghdir/4-Man Tora Asan Nayavardam Bedast.mp3,mp3
316,To Miyay Dar Nazaram,Mahasti,Taghdir,5,1996,03:53,/var/home/miladsharifiteh/Music/Various Artists/Taghdir/5-To Miyay Dar Nazaram.mp3,mp3
317,Madar,Mahasti,Taghdir,6,1996,05:10,/var/home/miladsharifiteh/Music/Various Artists/Taghdir/6-Madar.mp3,mp3
318,Shanehayat,Hayedeh,Hezaro Yek Shab,1,1993,04:54,/var/home/miladsharifiteh/Music/Various Artists/Hezaro Yek Shab/1-Shanehayat.mp3,mp3
319,Paricheh,Moein,Hezaro Yek Shab,2,1993,04:39,/var/home/miladsharifiteh/Music/Various Artists/Hezaro Yek Shab/2-Paricheh.mp3,mp3
320,Hezaro Yek Shab,Ebi,Hezaro Yek Shab,3,1993,04:24,/var/home/miladsharifiteh/Music/Various Artists/Hezaro Yek Shab/3-Hezaro Yek Shab.mp3,mp3
321,La La Gole Zireh,Dariush,Hezaro Yek Shab,4,1993,05:06,/var/home/miladsharifiteh/Music/Various Artists/Hezaro Yek Shab/4-La La Gole Zireh.mp3,mp3
322,Bahaneh,Hayedeh,Hezaro Yek Shab,5,1993,05:45,/var/home/miladsharifiteh/Music/Various Artists/Hezaro Yek Shab/5-Bahaneh.mp3,mp3
323,Delsoukhteh,Moein,Hezaro Yek Shab,6,1993,06:17,/var/home/miladsharifiteh/Music/Various Artists/Hezaro Yek Shab/6-Delsoukhteh.mp3,mp3
324,Goftegou Ba Del,Dariush,Hezaro Yek Shab,7,1993,07:09,/var/home/miladsharifiteh/Music/Various Artists/Hezaro Yek Shab/7-Goftegou Ba Del.mp3,mp3
325,Abi,Ebi,Hezaro Yek Shab,8,1993,04:59,/var/home/miladsharifiteh/Music/Various Artists/Hezaro Yek Shab/8-Abi.mp3,mp3
326,Bala,Andy,Andy & Kouros Golden Songs 1,1,2006,08:06,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/1-Bala.mp3,mp3
327,To,Kouros,Andy & Kouros Golden Songs 1,2,2006,06:41,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/2-To.mp3,mp3
328,Sheytoun Bala,Andy Ft Kouros,Andy & Kouros Golden Songs 1,3,2006,07:52,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/3-Sheytoun Bala.mp3,mp3
329,Atish,Kouros,Andy & Kouros Golden Songs 1,4,2006,06:03,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/4-Atish.mp3,mp3
330,Negah,Andy,Andy & Kouros Golden Songs 1,5,2006,06:03,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/5-Negah.mp3,mp3
331,Niloufar (Version 2),Andy Ft Kouros,Andy & Kouros Golden Songs 1,6,2006,05:33,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/6-Niloufar (Version 2).mp3,mp3
332,Nemiyay,Andy Ft Kouros,Andy & Kouros Golden Songs 1,7,2006,06:36,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/7-Nemiyay.mp3,mp3
333,Leyla,Andy,Andy & Kouros Golden Songs 1,8,2006,06:44,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/8-Leyla.mp3,mp3
334,Don't Go Away,Andy,Andy & Kouros Golden Songs 1,9,2006,04:10,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/9-Don't Go Away.mp3,mp3
335,Restless (Original Mix),Andy,Andy & Kouros Golden Songs 1,10,2006,05:27,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/10-Restless (Original Mix).mp3,mp3
336,Dokhtar Irouni,Andy,Andy & Kouros Golden Songs 1,11,2006,05:37,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/11-Dokhtar Irouni.mp3,mp3
337,Sheytanat,Andy,Andy & Kouros Golden Songs 1,12,2006,05:03,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/12-Sheytanat.mp3,mp3
338,Pariye Shahre Ghesseh,Andy,Andy & Kouros Golden Songs 1,13,2006,07:08,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/13-Pariye Shahre Ghesseh.mp3,mp3
339,Ageh Eshgh Hamineh,Andy,Andy & Kouros Golden Songs 1,14,2006,05:36,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/14-Ageh Eshgh Hamineh.mp3,mp3
340,Eshghe Avval,Andy,Andy & Kouros Golden Songs 1,15,2006,07:23,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/15-Eshghe Avval.mp3,mp3
341,Bigharar,Andy,Andy & Kouros Golden Songs 1,16,2006,06:00,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/16-Bigharar.mp3,mp3
342,Entezar,Andy,Andy & Kouros Golden Songs 1,17,2006,06:53,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/17-Entezar.mp3,mp3
343,Shabgard,Andy,Andy & Kouros Golden Songs 1,18,2006,06:29,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/18-Shabgard.mp3,mp3
344,If But Maybe's,Andy,Andy & Kouros Golden Songs 1,19,2006,05:03,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/19-If But Maybe's.mp3,mp3
345,If But Maybe's (Disco),Andy,Andy & Kouros Golden Songs 1,20,2006,07:33,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/20-If But Maybe's (Disco).mp3,mp3
346,Kalak,Kouros,Andy & Kouros Golden Songs 1,21,2006,04:32,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/21-Kalak.mp3,mp3
347,Zire Baroun,Kouros,Andy & Kouros Golden Songs 1,22,2006,04:49,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/22-Zire Baroun.mp3,mp3
348,Dokhtare Hamsayeh,Kouros,Andy & Kouros Golden Songs 1,23,2006,05:28,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/23-Dokhtare Hamsayeh.mp3,mp3
349,Mahe Asal,Kouros,Andy & Kouros Golden Songs 1,24,2006,05:15,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/24-Mahe Asal.mp3,mp3
350,Nasle Man,Kouros,Andy & Kouros Golden Songs 1,25,2006,06:02,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/25-Nasle Man.mp3,mp3
351,To Bemoun,Kouros,Andy & Kouros Golden Songs 1,26,2006,04:19,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/26-To Bemoun.mp3,mp3
352,Ghayeghe Shekasteh,Kouros,Andy & Kouros Golden Songs 1,27,2006,05:51,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/27-Ghayeghe Shekasteh.mp3,mp3
353,Body Talk,Kouros,Andy & Kouros Golden Songs 1,28,2006,05:57,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/28-Body Talk.mp3,mp3
354,Medley,Andy Ft Kouros,Andy & Kouros Golden Songs 1,29,2006,02:24,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/29-Medley.mp3,mp3
355,Khodaye Asemounha,Andy Ft Kouros,Andy & Kouros Golden Songs 1,30,2006,06:19,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/30-Khodaye Asemounha.mp3,mp3
356,Topoli,Andy,Andy & Kouros Golden Songs 1,31,2006,06:24,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/31-Topoli.mp3,mp3
357,Daro Va Kon,Kouros,Andy & Kouros Golden Songs 1,32,2006,06:13,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/32-Daro Va Kon.mp3,mp3
358,Behesh Begou,Andy Ft Kouros,Andy & Kouros Golden Songs 1,33,2006,04:57,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/33-Behesh Begou.mp3,mp3
359,Chi Misheh,Andy,Andy & Kouros Golden Songs 1,34,2006,06:33,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/34-Chi Misheh.mp3,mp3
360,Ghasre Kaghazi,Andy,Andy & Kouros Golden Songs 1,35,2006,06:27,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/35-Ghasre Kaghazi.mp3,mp3
361,Woman (Dance Mix),Andy,Andy & Kouros Golden Songs 1,36,2006,05:02,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/36-Woman (Dance Mix).mp3,mp3
362,Douset Daram,Kouros,Andy & Kouros Golden Songs 1,37,2006,04:54,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/37-Douset Daram.mp3,mp3
363,Che Khoubeh Adam Hamisheh,Andy Ft Kouros,Andy & Kouros Golden Songs 1,38,2006,04:22,/var/home/miladsharifiteh/Music/Various Artists/Andy & Kouros Golden Songs 1/38-Che Khoubeh Adam Hamisheh.mp3,mp3
364,Nafas,Gougoush,Rangarang 5,1,1987,07:49,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/1-Nafas.mp3,mp3
365,Shokate Boudanam,Maziar,Rangarang 5,10,1987,04:48,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/10-Shokate Boudanam.mp3,mp3
366,Jodaei,Saeid Mahdavi,Rangarang 5,11,1987,04:19,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/11-Jodaei.mp3,mp3
367,Baj,Sattar,Rangarang 5,2,1987,03:58,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/2-Baj.mp3,mp3
368,Sadegiye Mara Bebakhsh,Ebi,Rangarang 5,3,1987,04:20,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/3-Sadegiye Mara Bebakhsh.mp3,mp3
369,Ey Vay,Hasan Shamaeizadeh,Rangarang 5,4,1987,04:34,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/4-Ey Vay.mp3,mp3
370,Bemoun Ba Man,Shahrokh,Rangarang 5,5,1987,06:46,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/5-Bemoun Ba Man.mp3,mp3
371,Kavire Del,Marjan,Rangarang 5,6,1987,04:21,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/6-Kavire Del.mp3,mp3
372,Mara Daryab,Sattar,Rangarang 5,7,1987,04:38,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/7-Mara Daryab.mp3,mp3
373,Koulebar,Shahrokh,Rangarang 5,8,1987,04:54,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/8-Koulebar.mp3,mp3
374,Raze Penhan,Sadegh,Rangarang 5,9,1987,05:22,/var/home/miladsharifiteh/Music/Various Artists/Rangarang 5/9-Raze Penhan.mp3,mp3
375,Chera Chera,Mahasti,Babre Mazandaran,1,1968,05:12,/var/home/miladsharifiteh/Music/Various Artists/Babre Mazandaran/1-Chera Chera.mp3,mp3
376,Khousheye Sorkhe Arghavan,Roya,Babre Mazandaran,2,1968,04:28,/var/home/miladsharifiteh/Music/Various Artists/Babre Mazandaran/2-Khousheye Sorkhe Arghavan.mp3,mp3
377,Kaboutar,Shahram Solati,Golbaran 4,1,1988,07:17,/var/home/miladsharifiteh/Music/Various Artists/Golbaran 4/1-Kaboutar.mp3,mp3
378,Yek Delo In Hameh Gham,Mahasti,Golbaran 4,2,1988,05:14,/var/home/miladsharifiteh/Music/Various Artists/Golbaran 4/2-Yek Delo In Hameh Gham.mp3,mp3
379,Mah Jabin,Naser,Golbaran 4,3,1988,05:18,/var/home/miladsharifiteh/Music/Various Artists/Golbaran 4/3-Mah Jabin.mp3,mp3
380,Abi,Ebi,Golbaran 4,4,1988,04:55,/var/home/miladsharifiteh/Music/Various Artists/Golbaran 4/4-Abi.mp3,mp3
381,Chah Makan,Fattaneh,Golbaran 4,5,1988,07:37,/var/home/miladsharifiteh/Music/Various Artists/Golbaran 4/5-Chah Makan.mp3,mp3
382,Hala Baz Dobareh Man,Aref,Golbaran 4,6,1988,05:24,/var/home/miladsharifiteh/Music/Various Artists/Golbaran 4/6-Hala Baz Dobareh Man.mp3,mp3
383,Siyah Cheshmoun,Hayedeh,Khatereh 6,1,1988,08:01,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 6/1-Siyah Cheshmoun.mp3,mp3
384,Sofreh,Moein,Khatereh 6,2,1988,06:39,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 6/2-Sofreh.mp3,mp3
385,Tannaz,Moein,Khatereh 6,3,1988,04:29,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 6/3-Tannaz.mp3,mp3
386,Negaraye Irouni,Sadegh Nojouki,Khatereh 6,4,1988,05:21,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 6/4-Negaraye Irouni.mp3,mp3
387,Shourideh Sar,Hayedeh,Khatereh 6,5,1988,03:45,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 6/5-Shourideh Sar.mp3,mp3
388,Bouseh,Sadegh Nojouki,Khatereh 6,6,1988,04:22,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 6/6-Bouseh.mp3,mp3
389,Sar Be Hava,Hayedeh,Parastouha,1,1988,05:40,/var/home/miladsharifiteh/Music/Various Artists/Parastouha/1-Sar Be Hava.mp3,mp3
390,Namname Baroun,Sattar,Parastouha,2,1988,05:18,/var/home/miladsharifiteh/Music/Various Artists/Parastouha/2-Namname Baroun.mp3,mp3
391,Mohabbat,Mahasti,Parastouha,3,1988,05:26,/var/home/miladsharifiteh/Music/Various Artists/Parastouha/3-Mohabbat.mp3,mp3
392,Parastouha,Mahasti,Parastouha,4,1988,05:45,/var/home/miladsharifiteh/Music/Various Artists/Parastouha/4-Parastouha.mp3,mp3
393,Delvapasi,Sattar,Parastouha,5,1988,06:26,/var/home/miladsharifiteh/Music/Various Artists/Parastouha/5-Delvapasi.mp3,mp3
394,Saghi,Hayedeh,Parastouha,6,1988,04:05,/var/home/miladsharifiteh/Music/Various Artists/Parastouha/6-Saghi.mp3,mp3
395,Khastegari,Andy,Khastegari 2,1,1992,04:40,/var/home/miladsharifiteh/Music/Various Artists/Khastegari 2/1-Khastegari.mp3,mp3
396,Mottaselhaye Mahalli,Andy Ft Kouros,Khastegari 2,2,1992,05:50,/var/home/miladsharifiteh/Music/Various Artists/Khastegari 2/2-Mottaselhaye Mahalli.mp3,mp3
397,Doris,Kouros,Khastegari 2,3,1992,03:54,/var/home/miladsharifiteh/Music/Various Artists/Khastegari 2/3-Doris.mp3,mp3
398,Raftam Ke Raftam,Andy Ft Kouros,Khastegari 2,4,1992,05:16,/var/home/miladsharifiteh/Music/Various Artists/Khastegari 2/4-Raftam Ke Raftam.mp3,mp3
399,Madar,Andy,Khastegari 2,5,1992,07:57,/var/home/miladsharifiteh/Music/Various Artists/Khastegari 2/5-Madar.mp3,mp3
400,O'Daddy,Andy,Khastegari 2,6,1992,05:36,/var/home/miladsharifiteh/Music/Various Artists/Khastegari 2/6-O'Daddy.mp3,mp3
401,Three Of Us,Andy,Khastegari 2,7,1992,05:12,/var/home/miladsharifiteh/Music/Various Artists/Khastegari 2/7-Three Of Us.mp3,mp3
402,Man Az Rah Oumadam,Moein,Khatereh 7,1,1992,06:05,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 7/1-Man Az Rah Oumadam.mp3,mp3
403,Parvardegar,Moein,Khatereh 7,2,1992,04:56,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 7/2-Parvardegar.mp3,mp3
404,Tanhaye Tanha,Moein,Khatereh 7,3,1992,05:44,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 7/3-Tanhaye Tanha.mp3,mp3
405,Jomeh Be Jomeh,Shohreh,Khatereh 7,4,1992,04:48,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 7/4-Jomeh Be Jomeh.mp3,mp3
406,Farda,Shohreh,Khatereh 7,5,1992,05:31,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 7/5-Farda.mp3,mp3
407,Asemoun,Shohreh,Khatereh 7,6,1992,05:32,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 7/6-Asemoun.mp3,mp3
408,Parvardegar (Instrumental),Moein,Khatereh 7,7,1992,00:58,/var/home/miladsharifiteh/Music/Various Artists/Khatereh 7/7-Parvardegar (Instrumental).mp3,mp3
409,Bas Kon,Mahasti Ft Sattar,Golhaye Rangarang 2,1,1991,29:22,/var/home/miladsharifiteh/Music/Various Artists/Golhaye Rangarang 2/1-Bas Kon.mp3,mp3
410,Bi Mohabbat,Mahasti Ft Sattar,Golhaye Rangarang 2,2,1991,28:55,/var/home/miladsharifiteh/Music/Various Artists/Golhaye Rangarang 2/2-Bi Mohabbat.mp3,mp3
411,Bazicheh,Mahasti,Bazicheh - Hastiye To,1,1971,04:22,/var/home/miladsharifiteh/Music/Various Artists/Bazicheh - Hastiye To/1-Bazicheh.mp3,mp3
412,Hastiye To,Morteza,Bazicheh - Hastiye To,2,1971,02:23,/var/home/miladsharifiteh/Music/Various Artists/Bazicheh - Hastiye To/2-Hastiye To.mp3,mp3
413,Elahi Bemouni,Mahasti,Elahi Bemouni - Vaghte Baroun,1,1971,05:18,/var/home/miladsharifiteh/Music/Various Artists/Elahi Bemouni - Vaghte Baroun/1-Elahi Bemouni.mp3,mp3
414,Vaghti Ke Baroun Migireh,Parto,Elahi Bemouni - Vaghte Baroun,2,1971,05:15,/var/home/miladsharifiteh/Music/Various Artists/Elahi Bemouni - Vaghte Baroun/2-Vaghti Ke Baroun Migireh.mp3,mp3
415,Pishdaramade Segah - Deklameh Ashar,Declamation,Avaye Deldadegan,1,2002,04:45,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/1-Pishdaramade Segah - Deklameh Ashar.mp3,mp3
416,Rasme Deldari,Declamation,Avaye Deldadegan,10,2002,02:30,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/10-Rasme Deldari.mp3,mp3
417,Del Ey Del - Chineye Zolf,Mahasti Ft Sattar,Avaye Deldadegan,11,2002,05:08,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/11-Del Ey Del - Chineye Zolf.mp3,mp3
418,Chahar Mezrab II,Declamation,Avaye Deldadegan,12,2002,00:46,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/12-Chahar Mezrab II.mp3,mp3
419,Deklameh IV,Declamation,Avaye Deldadegan,13,2002,02:10,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/13-Deklameh IV.mp3,mp3
420,Pishdaramade Mahour,Declamation,Avaye Deldadegan,14,2002,04:42,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/14-Pishdaramade Mahour.mp3,mp3
421,Chahar Mezrab III,Declamation,Avaye Deldadegan,15,2002,05:15,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/15-Chahar Mezrab III.mp3,mp3
422,Maro Safar,Declamation,Avaye Deldadegan,16,2002,03:01,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/16-Maro Safar.mp3,mp3
423,Avaz - Deklameh - Be Man Nakhand,Mahasti Ft Sattar,Avaye Deldadegan,17,2002,13:16,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/17-Avaz - Deklameh - Be Man Nakhand.mp3,mp3
424,Chahar Mezrab I,Declamation,Avaye Deldadegan,2,2002,09:21,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/2-Chahar Mezrab I.mp3,mp3
425,Deklameh I,Declamation,Avaye Deldadegan,3,2002,01:04,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/3-Deklameh I.mp3,mp3
426,Avaz,Declamation,Avaye Deldadegan,4,2002,07:00,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/4-Avaz.mp3,mp3
427,Deklameh II,Declamation,Avaye Deldadegan,5,2002,00:24,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/5-Deklameh II.mp3,mp3
428,Avaz - Rosvaye Zamaneh,Declamation,Avaye Deldadegan,6,2002,09:25,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/6-Avaz - Rosvaye Zamaneh.mp3,mp3
429,Avaze Segah,Declamation,Avaye Deldadegan,7,2002,00:58,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/7-Avaze Segah.mp3,mp3
430,Deklameh III,Declamation,Avaye Deldadegan,8,2002,01:27,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/8-Deklameh III.mp3,mp3
431,Edameye Avaz,Declamation,Avaye Deldadegan,9,2002,00:40,/var/home/miladsharifiteh/Music/Various Artists/Avaye Deldadegan/9-Edameye Avaz.mp3,mp3
432,Nobahar,Morteza Ft Leyla Forouhar & Sattar & Andy & Kouros & Aref & Fattaneh & Delaram,Taranehaye Norouzi,1,2001,05:13,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/1-Nobahar.mp3,mp3
433,Sale No Mobarak,Fereydoun Farrokhzad Ft Saeid Mohammadi,Taranehaye Norouzi,10,2001,04:44,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/10-Sale No Mobarak.mp3,mp3
434,Haji Firouz,Jamshid Majd,Taranehaye Norouzi,11,2001,04:33,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/11-Haji Firouz.mp3,mp3
435,Bahar Baharoun,Shahla Sarshar,Taranehaye Norouzi,12,2001,05:35,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/12-Bahar Baharoun.mp3,mp3
436,Golpouneh,Aghasi,Taranehaye Norouzi,13,2001,05:15,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/13-Golpouneh.mp3,mp3
437,Bahar II,Fattaneh,Taranehaye Norouzi,14,2001,04:21,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/14-Bahar II.mp3,mp3
438,Fati Joun,Naser Sabouri,Taranehaye Norouzi,15,2001,04:57,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/15-Fati Joun.mp3,mp3
439,Tabrike Norouz,Homeyra,Taranehaye Norouzi,2,2001,05:07,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/2-Tabrike Norouz.mp3,mp3
440,Eydi,Shohreh,Taranehaye Norouzi,3,2001,05:51,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/3-Eydi.mp3,mp3
441,Sale No,Davoud Behboudi,Taranehaye Norouzi,4,2001,04:41,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/4-Sale No.mp3,mp3
442,Sabzeh Firouzeh,Gloria Rohani,Taranehaye Norouzi,5,2001,04:28,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/5-Sabzeh Firouzeh.mp3,mp3
443,Amou Norouz,Sattar,Taranehaye Norouzi,6,2001,04:13,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/6-Amou Norouz.mp3,mp3
444,Eyde Mano To,Mahasti,Taranehaye Norouzi,7,2001,03:22,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/7-Eyde Mano To.mp3,mp3
445,Bahar I,Nader,Taranehaye Norouzi,8,2001,04:11,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/8-Bahar I.mp3,mp3
446,Sizdah Bedar,Jalal Hemmati,Taranehaye Norouzi,9,2001,06:45,/var/home/miladsharifiteh/Music/Various Artists/Taranehaye Norouzi/9-Sizdah Bedar.mp3,mp3
447,Yase Parpar,Dariush,Motreb,1,1988,07:16,/var/home/miladsharifiteh/Music/Various Artists/Motreb/1-Yase Parpar.mp3,mp3
448,Motreb,Sattar,Motreb,2,1988,05:27,/var/home/miladsharifiteh/Music/Various Artists/Motreb/2-Motreb.mp3,mp3
449,Kolbeye Man,Ebi,Motreb,3,1988,06:42,/var/home/miladsharifiteh/Music/Various Artists/Motreb/3-Kolbeye Man.mp3,mp3
450,Havaye Ashegh,Sattar,Motreb,4,1988,06:15,/var/home/miladsharifiteh/Music/Various Artists/Motreb/4-Havaye Ashegh.mp3,mp3
451,Jangale Jari,Dariush,Motreb,5,1988,04:05,/var/home/miladsharifiteh/Music/Various Artists/Motreb/5-Jangale Jari.mp3,mp3
452,Khalij,Ebi,Motreb,6,1988,04:20,/var/home/miladsharifiteh/Music/Various Artists/Motreb/6-Khalij.mp3,mp3
453,Saghare Hasti,Hayedeh,Saghare Hasti,1,1987,06:13,/var/home/miladsharifiteh/Music/Various Artists/Saghare Hasti/1-Saghare Hasti.mp3,mp3
454,Ghasam Be Eshgh,Moein,Saghare Hasti,2,1987,09:15,/var/home/miladsharifiteh/Music/Various Artists/Saghare Hasti/2-Ghasam Be Eshgh.mp3,mp3
455,Peymaneh,Mahasti,Saghare Hasti,3,1987,04:22,/var/home/miladsharifiteh/Music/Various Artists/Saghare Hasti/3-Peymaneh.mp3,mp3
456,Ayeneye Shekasteh,Mahasti,Saghare Hasti,4,1987,05:36,/var/home/miladsharifiteh/Music/Various Artists/Saghare Hasti/4-Ayeneye Shekasteh.mp3,mp3
457,Ashegham Kon,Bahram Forouhar,Saghare Hasti,5,1987,06:03,/var/home/miladsharifiteh/Music/Various Artists/Saghare Hasti/5-Ashegham Kon.mp3,mp3
458,Vafaye Del,Hayedeh,Saghare Hasti,6,1987,05:56,/var/home/miladsharifiteh/Music/Various Artists/Saghare Hasti/6-Vafaye Del.mp3,mp3
459,Saghare Hasti (Music),Hayedeh,Saghare Hasti,7,1987,02:12,/var/home/miladsharifiteh/Music/Various Artists/Saghare Hasti/7-Saghare Hasti (Music).mp3,mp3
460,Leyli,Andy,Leyli,1,1993,06:16,/var/home/miladsharifiteh/Music/Various Artists/Leyli/1-Leyli.mp3,mp3
461,Eyde Shoma Mobarak,Andy Ft Bizhan Mortazavi,Leyli,2,1993,05:16,/var/home/miladsharifiteh/Music/Various Artists/Leyli/2-Eyde Shoma Mobarak.mp3,mp3
462,Ye Rouzi Tange Ghoroube Asemoun,Andy,Leyli,3,1993,05:31,/var/home/miladsharifiteh/Music/Various Artists/Leyli/3-Ye Rouzi Tange Ghoroube Asemoun.mp3,mp3
463,Ye Dokhtar Daram Shah Nadareh,Hasan Shamaeizadeh,Leyli,4,1993,04:57,/var/home/miladsharifiteh/Music/Various Artists/Leyli/4-Ye Dokhtar Daram Shah Nadareh.mp3,mp3
464,Haji Firouz,Viguen Ft Aref & Hasan Shamaeizadeh & Fattaneh & Andy & Hasan Shojaei & Kouros & Nahid & Morteza Aghili,Leyli,5,1993,07:29,/var/home/miladsharifiteh/Music/Various Artists/Leyli/5-Haji Firouz.mp3,mp3
465,Shahre Barfi,Hasan Shamaeizadeh,Leyli,6,1993,04:22,/var/home/miladsharifiteh/Music/Various Artists/Leyli/6-Shahre Barfi.mp3,mp3
466,Kelid,Shohreh,Yaram Kou,1,2002,04:12,/var/home/miladsharifiteh/Music/Various Artists/Yaram Kou/1-Kelid.mp3,mp3
