ID,Title,Artist,Album,Track,Date,Length,Path,Format
322,Tanha Toro Mishenasam,Mahasti,Avazak,6,1999,04:15,/var/home/miladsharifiteh/Music/Mahasti/Avazak/6-Tanha Toro Mishenasam.mp3,mp3
323,Hamseda,Mahasti,Deldadeh,1,2001,05:08,/var/home/miladsharifiteh/Music/Mahasti/Deldadeh/1-Hamseda.mp3,mp3
324,Montazer Khabeh,Mahasti,Deldadeh,2,2001,04:09,/var/home/miladsharifiteh/Music/Mahasti/Deldadeh/2-Montazer Khabeh.mp3,mp3
325,Baz Begou,Mahasti,Deldadeh,3,2001,04:56,/var/home/miladsharifiteh/Music/Mahasti/Deldadeh/3-Baz Begou.mp3,mp3
326,Nemibakhsham Toro,Mahasti,Deldadeh,4,2001,03:50,/var/home/miladsharifiteh/Music/Mahasti/Deldadeh/4-Nemibakhsham Toro.mp3,mp3
327,Bi To Mimiram,Mahasti,Deldadeh,5,2001,05:19,/var/home/miladsharifiteh/Music/Mahasti/Deldadeh/5-Bi To Mimiram.mp3,mp3
328,Deldadeh,Mahasti,Deldadeh,6,2001,05:04,/var/home/miladsharifiteh/Music/Mahasti/Deldadeh/6-Deldadeh.mp3,mp3
329,Golhaye Rangarang (576),Mahasti,Golhaye Mahasti 3,1,1979,30:01,/var/home/miladsharifiteh/Music/Mahasti/Golhaye Mahasti 3/1-Golhaye Rangarang (576).mp3,mp3
330,Golhaye Rangarang (545),Mahasti,Golhaye Mahasti 3,2,1979,29:06,/var/home/miladsharifiteh/Music/Mahasti/Golhaye Mahasti 3/2-Golhaye Rangarang (545).mp3,mp3
331,Man Digeh Yar Nemikham,Mahasti,Man Digeh Yar Nemikham - Tars,1,1971,03:58,/var/home/miladsharifiteh/Music/Mahasti/Man Digeh Yar Nemikham - Tars/1-Man Digeh Yar Nemikham.mp3,mp3
332,Tars Az Jodaei,Mahasti,Man Digeh Yar Nemikham - Tars,2,1971,03:50,/var/home/miladsharifiteh/Music/Mahasti/Man Digeh Yar Nemikham - Tars/2-Tars Az Jodaei.mp3,mp3
333,Khoda Negahdar,Mahasti,To Bezan Ta Man Beraghsam,1,1999,04:56,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/1-Khoda Negahdar.mp3,mp3
334,Azize Rafteh,Mahasti,To Bezan Ta Man Beraghsam,2,1999,05:14,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/2-Azize Rafteh.mp3,mp3
335,To Bezan Ta Man Beraghsam,Mahasti,To Bezan Ta Man Beraghsam,3,1999,03:19,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/3-To Bezan Ta Man Beraghsam.mp3,mp3
336,Nazi Nazi,Mahasti,To Bezan Ta Man Beraghsam,4,1999,03:51,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/4-Nazi Nazi.mp3,mp3
337,Sahar,Mahasti,To Bezan Ta Man Beraghsam,5,1999,03:06,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/5-Sahar.mp3,mp3
338,Eide Mano To,Mahasti,To Bezan Ta Man Beraghsam,6,1999,03:31,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/6-Eide Mano To.mp3,mp3
339,Tehran,Mahasti,To Bezan Ta Man Beraghsam,7,1999,04:00,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/7-Tehran.mp3,mp3
340,Khoda,Mahasti,To Bezan Ta Man Beraghsam,8,1999,05:12,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/8-Khoda.mp3,mp3
341,To Ey Eshgh,Mahasti,To Bezan Ta Man Beraghsam,9,1999,04:30,/var/home/miladsharifiteh/Music/Mahasti/To Bezan Ta Man Beraghsam/9-To Ey Eshgh.mp3,mp3
342,Biya Khouneh,Mahasti,Biya Khouneh - Cheraghe Omr,1,1973,05:13,/var/home/miladsharifiteh/Music/Mahasti/Biya Khouneh - Cheraghe Omr/1-Biya Khouneh.mp3,mp3
343,Cheraghe Omr,Mahasti,Biya Khouneh - Cheraghe Omr,2,1973,04:33,/var/home/miladsharifiteh/Music/Mahasti/Biya Khouneh - Cheraghe Omr/2-Cheraghe Omr.mp3,mp3
344,Douset Daram Baede Khoda,Mahasti,Douset Daram Baede Khoda,1,1973,07:16,/var/home/miladsharifiteh/Music/Mahasti/Douset Daram Baede Khoda/1-Douset Daram Baede Khoda.mp3,mp3
345,Havaye Yar,Mahasti,Havaye Yar,1,1993,05:15,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/1-Havaye Yar.mp3,mp3
346,Sedayam Kon,Mahasti,Havaye Yar,10,1993,04:01,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/10-Sedayam Kon.mp3,mp3
347,Digar Che Mikhahi,Mahasti,Havaye Yar,11,1993,06:32,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/11-Digar Che Mikhahi.mp3,mp3
348,Tars Az Jodaei,Mahasti,Havaye Yar,12,1993,03:49,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/12-Tars Az Jodaei.mp3,mp3
349,Sedaye Pa Miad,Mahasti,Havaye Yar,13,1993,06:16,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/13-Sedaye Pa Miad.mp3,mp3
350,Bastare Gham,Mahasti,Havaye Yar,14,1993,06:58,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/14-Bastare Gham.mp3,mp3
351,Sabro Taghat,Mahasti,Havaye Yar,2,1993,04:11,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/2-Sabro Taghat.mp3,mp3
352,Biya Khouneh,Mahasti,Havaye Yar,3,1993,05:12,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/3-Biya Khouneh.mp3,mp3
353,Cheraghe Omr,Mahasti,Havaye Yar,4,1993,04:33,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/4-Cheraghe Omr.mp3,mp3
354,Dalghak,Mahasti,Havaye Yar,5,1993,06:43,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/5-Dalghak.mp3,mp3
355,Cheragh,Mahasti,Havaye Yar,6,1993,04:24,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/6-Cheragh.mp3,mp3
356,Ghame Donya,Mahasti,Havaye Yar,7,1993,05:39,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/7-Ghame Donya.mp3,mp3
357,Del Az To Delgireh,Mahasti,Havaye Yar,8,1993,04:48,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/8-Del Az To Delgireh.mp3,mp3
358,Eshghe Bazigar,Mahasti,Havaye Yar,9,1993,06:40,/var/home/miladsharifiteh/Music/Mahasti/Havaye Yar/9-Eshghe Bazigar.mp3,mp3
359,Mehmoun Navazi,Mahasti,Nameh,1,1994,04:39,/var/home/miladsharifiteh/Music/Mahasti/Nameh/1-Mehmoun Navazi.mp3,mp3
360,Nameh,Mahasti,Nameh,2,1994,05:18,/var/home/miladsharifiteh/Music/Mahasti/Nameh/2-Nameh.mp3,mp3
361,Harfaye Ghashang,Mahasti,Nameh,3,1994,04:57,/var/home/miladsharifiteh/Music/Mahasti/Nameh/3-Harfaye Ghashang.mp3,mp3
362,Ghadima,Mahasti,Nameh,4,1994,04:49,/var/home/miladsharifiteh/Music/Mahasti/Nameh/4-Ghadima.mp3,mp3
363,Saraye Mohabbat,Mahasti,Nameh,5,1994,05:19,/var/home/miladsharifiteh/Music/Mahasti/Nameh/5-Saraye Mohabbat.mp3,mp3
364,Douste Man,Mahasti,Nameh,6,1994,05:38,/var/home/miladsharifiteh/Music/Mahasti/Nameh/6-Douste Man.mp3,mp3
365,Harfe Akhar Ra Bezan,Mahasti,Ashofteh 2,4,1993,05:01,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/4-Harfe Akhar Ra Bezan.mp3,mp3
366,Ashofteh,Mahasti,Ashofteh 2,1,1993,05:41,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/1-Ashofteh.mp3,mp3
367,Jodaei,Mahasti,Ashofteh 2,10,1993,06:16,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/10-Jodaei.mp3,mp3
368,Saghi Bebin,Mahasti,Ashofteh 2,11,1993,06:11,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/11-Saghi Bebin.mp3,mp3
369,Deleh In,Mahasti,Ashofteh 2,12,1993,05:02,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/12-Deleh In.mp3,mp3
370,Del Ke Gonahi Nadareh,Mahasti,Ashofteh 2,13,1993,04:10,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/13-Del Ke Gonahi Nadareh.mp3,mp3
371,Delo Del Kosht Mano,Mahasti,Ashofteh 2,14,1993,05:26,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/14-Delo Del Kosht Mano.mp3,mp3
372,Banafsheh,Mahasti,Ashofteh 2,2,1993,04:47,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/2-Banafsheh.mp3,mp3
373,Asemoun Ba Mano To Ghahreh Digeh,Mahasti,Ashofteh 2,3,1993,04:35,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/3-Asemoun Ba Mano To Ghahreh Digeh.mp3,mp3
374,Faryad,Mahasti,Ashofteh 2,5,1993,04:12,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/5-Faryad.mp3,mp3
375,Doa,Mahasti,Ashofteh 2,6,1993,03:35,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/6-Doa.mp3,mp3
376,Dota Cheshmoun,Mahasti,Ashofteh 2,7,1993,04:00,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/7-Dota Cheshmoun.mp3,mp3
377,Mageh Na,Mahasti,Ashofteh 2,8,1993,05:29,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/8-Mageh Na.mp3,mp3
378,Ghesseye Ma,Mahasti,Ashofteh 2,9,1993,04:20,/var/home/miladsharifiteh/Music/Mahasti/Ashofteh 2/9-Ghesseye Ma.mp3,mp3
379,Ashegh Shodan Bi Haseleh,Mahasti,Del Migeh Delbar Miad,1,1996,06:17,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/1-Ashegh Shoden Bi Haseleh.mp3,mp3
380,Del Migeh Delbar Miad,Mahasti,Del Migeh Delbar Miad,2,1996,04:43,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/2-Del Migeh Delbar Miad.mp3,mp3
381,Man Digeh Yar Nemikham,Mahasti,Del Migeh Delbar Miad,3,1996,03:58,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/3-Man Digeh Yar Nemikham.mp3,mp3
382,Gol Hamrahe Nasim,Mahasti,Del Migeh Delbar Miad,4,1996,05:04,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/4-Gol Hamrahe Nasim.mp3,mp3
383,Degar Che Mikhahi,Mahasti,Del Migeh Delbar Miad,5,1996,06:33,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/5-Degar Che Mikhahi.mp3,mp3
384,Tars Az Jodaei,Mahasti,Del Migeh Delbar Miad,6,1996,03:50,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/6-Tars Az Jodaei.mp3,mp3
385,Sedaye Pa Nemiad,Mahasti,Del Migeh Delbar Miad,7,1996,06:16,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/7-Sedaye Pa Nemiad.mp3,mp3
386,Bastare Gham,Mahasti,Del Migeh Delbar Miad,8,1996,06:58,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/8-Bastare Gham.mp3,mp3
387,Music,Mahasti,Del Migeh Delbar Miad,9,1996,04:21,/var/home/miladsharifiteh/Music/Mahasti/Del Migeh Delbar Miad/9-Music.mp3,mp3
388,Golhaye Rangarang (420),Mahasti,Golhaye Mahasti 1,1,1979,28:57,/var/home/miladsharifiteh/Music/Mahasti/Golhaye Mahasti 1/1-Golhaye Rangarang (420).mp3,mp3
389,Golhaye Rangarang (428),Mahasti,Golhaye Mahasti 1,2,1979,29:15,/var/home/miladsharifiteh/Music/Mahasti/Golhaye Mahasti 1/2-Golhaye Rangarang (428).mp3,mp3
390,Ashofteh,Mahasti,Mahasti 3 - Jahan Music,1,1993,05:40,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/1-Ashofteh.mp3,mp3
391,Jodaei,Mahasti,Mahasti 3 - Jahan Music,10,1993,05:17,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/10-Jodaei.mp3,mp3
392,Banafsheh,Mahasti,Mahasti 3 - Jahan Music,2,1993,04:45,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/2-Banafsheh.mp3,mp3
393,Asemoun Ba Mano To Ghahreh Digeh,Mahasti,Mahasti 3 - Jahan Music,3,1993,04:33,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/3-Asemoun Ba Mano To Ghahreh Digeh.mp3,mp3
394,Harfe Akhar Ra Bezan,Mahasti,Mahasti 3 - Jahan Music,4,1993,05:18,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/4-Harfe Akhar Ra Bezan.mp3,mp3
395,Faryad,Mahasti,Mahasti 3 - Jahan Music,5,1993,04:06,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/5-Faryad.mp3,mp3
396,Doa,Mahasti,Mahasti 3 - Jahan Music,6,1993,03:31,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/6-Doa.mp3,mp3
397,Dota Cheshmoun,Mahasti,Mahasti 3 - Jahan Music,7,1993,03:56,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/7-Dota Cheshmoun.mp3,mp3
398,Mageh Na,Mahasti,Mahasti 3 - Jahan Music,8,1993,05:26,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/8-Mageh Na.mp3,mp3
399,Sedaye Pa,Mahasti,Mahasti 3 - Jahan Music,9,1993,06:16,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 3 - Jahan Music/9-Sedaye Pa.mp3,mp3
400,Ashegh Shodan Bi Haseleh,Mahasti,Ashegh Shodan Bi Haseleh (Shoushtari),1,1968,06:17,/var/home/miladsharifiteh/Music/Mahasti/Ashegh Shodan Bi Haseleh (Shoushtari)/1-Ashegh Shodan Bi Haseleh.mp3,mp3
401,Saghi Bebin,Mahasti,Del Ke Gonahi Nadareh,1,1996,06:05,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/1-Saghi Bebin.mp3,mp3
402,Jodaeiye To,Mahasti,Del Ke Gonahi Nadareh,10,1996,05:13,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/10-Jodaeiye To.mp3,mp3
403,Soghati (Music),Mahasti,Del Ke Gonahi Nadareh,11,1996,02:28,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/11-Soghati (Music).mp3,mp3
404,Deleh In,Mahasti,Del Ke Gonahi Nadareh,2,1996,04:59,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/2-Deleh In.mp3,mp3
405,Del Ke Gonahi Nadareh,Mahasti,Del Ke Gonahi Nadareh,3,1996,04:06,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/3-Del Ke Gonahi Nadareh.mp3,mp3
406,Delo Del Kosht Mano,Mahasti,Del Ke Gonahi Nadareh,4,1996,05:22,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/4-Delo Del Kosht Mano.mp3,mp3
407,Biganeh,Mahasti,Del Ke Gonahi Nadareh,5,1996,04:50,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/5-Biganeh.mp3,mp3
408,Dele Mennat Kesh,Mahasti,Del Ke Gonahi Nadareh,6,1996,05:57,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/6-Dele Mennat Kesh.mp3,mp3
409,Bacheh Nasho Ey Del,Mahasti,Del Ke Gonahi Nadareh,7,1996,03:41,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/7-Bacheh Nasho Ey Del.mp3,mp3
410,Vay Be Halet,Mahasti,Del Ke Gonahi Nadareh,8,1996,04:54,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/8-Vay Be Halet.mp3,mp3
411,Khouneh Tekouni,Mahasti,Del Ke Gonahi Nadareh,9,1996,03:05,/var/home/miladsharifiteh/Music/Mahasti/Del Ke Gonahi Nadareh/9-Khouneh Tekouni.mp3,mp3
412,Baroune Ehsas,Mahasti,Golden Songs 2,21,2007,04:33,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/21-Baroune Ehsas.mp3,mp3
413,Nameh,Mahasti,Golden Songs 2,30,2007,05:16,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/30-Nameh.mp3,mp3
414,Bar Bad Rafteh,Mahasti,Golden Songs 2,22,2007,03:46,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/22-Bar Bad Rafteh.mp3,mp3
415,Parandeye Mohajer,Mahasti,Golden Songs 2,23,2007,05:07,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/23-Parandeye Mohajer.mp3,mp3
416,Cheraghe Omr,Mahasti,Golden Songs 2,24,2007,04:34,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/24-Cheraghe Omr.mp3,mp3
417,Mehmoun Navazi,Mahasti,Golden Songs 2,25,2007,04:40,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/25-Mehmoun Navazi.mp3,mp3
418,Harfaye Gashang,Mahasti,Golden Songs 2,26,2007,04:57,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/26-Harfaye Gashang.mp3,mp3
419,Ghadima,Mahasti,Golden Songs 2,27,2007,04:51,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/27-Ghadima.mp3,mp3
420,Douste Man,Mahasti,Golden Songs 2,28,2007,05:40,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/28-Douste Man.mp3,mp3
421,Saraye Mohabbat,Mahasti,Golden Songs 2,29,2007,05:19,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/29-Saraye Mohabbat.mp3,mp3
422,Meykhaneh,Mahasti,Golden Songs 2,31,2007,06:39,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/31-Meykhaneh.mp3,mp3
423,Del Az To Delgireh,Mahasti,Golden Songs 2,40,2007,04:47,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/40-Del Az To Delgireh.mp3,mp3
424,Donbale Che Migardi,Mahasti,Golden Songs 2,32,2007,06:29,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/32-Donbale Che Migardi.mp3,mp3
425,Kash,Mahasti,Golden Songs 2,33,2007,07:15,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/33-Kash.mp3,mp3
426,Moj,Mahasti,Golden Songs 2,34,2007,08:12,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/34-Moj.mp3,mp3
427,Noresideh,Mahasti,Golden Songs 2,35,2007,05:47,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/35-Noresideh.mp3,mp3
428,Kami Ba Man Modara Kon,Mahasti,Golden Songs 2,36,2007,06:01,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/36-Kami Ba Man Modara Kon.mp3,mp3
429,Saketo Sardi Chera,Mahasti,Golden Songs 2,37,2007,05:48,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/37-Saketo Sardi Chera.mp3,mp3
430,Bouye Nouno Bouye Gandom,Mahasti,Golden Songs 2,38,2007,04:08,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/38-Bouye Nouno Bouye Gandom.mp3,mp3
431,Tanhaei Jodaei,Mahasti,Golden Songs 2,39,2007,04:00,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/39-Tanhaei Jodaei.mp3,mp3
432,Bazicheh,Mahasti,Golden Songs 2,1,2007,04:23,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/1-Bazicheh.mp3,mp3
433,Hezar Sal Engar Toro Nadidam,Mahasti,Golden Songs 2,10,2007,04:27,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/10-Hezar Sal Engar Toro Nadidam.mp3,mp3
434,Delo Del Kosht Mano,Mahasti,Golden Songs 2,2,2007,05:24,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/2-Delo Del Kosht Mano.mp3,mp3
435,Nazan Sang,Mahasti,Golden Songs 2,3,2007,04:50,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/3-Nazan Sang.mp3,mp3
436,Magiresh Az Man,Mahasti,Golden Songs 2,4,2007,04:39,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/4-Magiresh Az Man.mp3,mp3
437,Jodaei,Mahasti,Golden Songs 2,5,2007,05:19,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/5-Jodaei.mp3,mp3
438,Asemoun Ba Mano To Ghahreh Digeh,Mahasti,Golden Songs 2,6,2007,04:35,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/6-Asemoun Ba Mano To Ghahreh Digeh.mp3,mp3
439,Rosvaye Zamouneh,Mahasti,Golden Songs 2,7,2007,09:25,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/7-Rosvaye Zamouneh.mp3,mp3
440,Rasme Deldari,Mahasti,Golden Songs 2,8,2007,02:32,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/8-Rasme Deldari.mp3,mp3
441,Sharik,Mahasti,Golden Songs 2,9,2007,04:51,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/9-Sharik.mp3,mp3
442,Saghi Bebin,Mahasti,Golden Songs 2,11,2007,06:10,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/11-Saghi Bebin.mp3,mp3
443,Maro Safar,Mahasti,Golden Songs 2,20,2007,03:01,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/20-Maro Safar.mp3,mp3
444,Ghame Donya,Mahasti,Golden Songs 2,12,2007,05:38,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/12-Ghame Donya.mp3,mp3
445,Harfe Akharat Ra Bezan,Mahasti,Golden Songs 2,13,2007,05:02,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/13-Harfe Akharat Ra Bezan.mp3,mp3
446,Taasof,Mahasti,Golden Songs 2,14,2007,03:59,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/14-Taasof.mp3,mp3
447,Atre Bahar,Mahasti,Golden Songs 2,15,2007,03:52,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/15-Atre Bahar.mp3,mp3
448,Nasim,Mahasti,Golden Songs 2,16,2007,05:06,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/16-Nasim.mp3,mp3
449,Bazigar,Mahasti,Golden Songs 2,17,2007,06:40,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/17-Bazigar.mp3,mp3
450,Sharik,Mahasti,Golden Songs 2,18,2007,05:18,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/18-Sharik.mp3,mp3
451,Mehman,Mahasti,Golden Songs 2,19,2007,04:51,/var/home/miladsharifiteh/Music/Mahasti/Golden Songs 2/19-Mehman.mp3,mp3
452,Elahi Bemouni,Mahasti,Mahasti 2 - Armaghan,1,1993,05:18,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/1-Elahi Bemouni.mp3,mp3
453,Ghesseh,Mahasti,Mahasti 2 - Armaghan,10,1993,04:20,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/10-Ghesseh.mp3,mp3
454,Jodaei,Mahasti,Mahasti 2 - Armaghan,11,1993,05:17,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/11-Jodaei.mp3,mp3
455,Dota Cheshmoun,Mahasti,Mahasti 2 - Armaghan,12,1993,03:59,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/12-Dota Cheshmoun.mp3,mp3
456,Mageh Na,Mahasti,Mahasti 2 - Armaghan,13,1993,05:29,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/13-Mageh Na.mp3,mp3
457,Banafsheh,Mahasti,Mahasti 2 - Armaghan,2,1993,04:46,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/2-Banafsheh.mp3,mp3
458,Tars Az Jodaei,Mahasti,Mahasti 2 - Armaghan,3,1993,03:50,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/3-Tars Az Jodaei.mp3,mp3
459,Man Digeh Yar Nemikham,Mahasti,Mahasti 2 - Armaghan,4,1993,03:58,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/4-Man Digeh Yar Nemikham.mp3,mp3
460,Deleh In,Mahasti,Mahasti 2 - Armaghan,5,1993,05:02,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/5-Deleh In.mp3,mp3
461,Del Migeh Delbar Miad,Mahasti,Mahasti 2 - Armaghan,6,1993,04:43,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/6-Del Migeh Delbar Miad.mp3,mp3
462,Digar Che Khahi,Mahasti,Mahasti 2 - Armaghan,7,1993,06:33,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/7-Digar Che Khahi.mp3,mp3
463,Bacheh Nasho Ey Del,Mahasti,Mahasti 2 - Armaghan,8,1993,03:43,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/8-Bacheh Nasho Ey Del.mp3,mp3
464,Namiri Elahi,Mahasti,Mahasti 2 - Armaghan,9,1993,04:30,/var/home/miladsharifiteh/Music/Mahasti/Mahasti 2 - Armaghan/9-Namiri Elahi.mp3,mp3
465,Sepidedam,Mahasti,Sepidedam,1,1991,06:28,/var/home/miladsharifiteh/Music/Mahasti/Sepidedam/1-Sepidedam.mp3,mp3
466,Ghamgin Va Tanha,Mahasti,Sepidedam,10,1991,05:06,/var/home/miladsharifiteh/Music/Mahasti/Sepidedam/10-Ghamgin Va Tanha.mp3,mp3
467,Mounes,Mahasti,Sepidedam,2,1991,03:39,/var/home/miladsharifiteh/Music/Mahasti/Sepidedam/2-Mounes.mp3,mp3
468,Taeneh,Mahasti,Sepidedam,3,1991,05:10,/var/home/miladsharifiteh/Music/Mahasti/Sepidedam/3-Taeneh.mp3,mp3
469,Ashena,Mahasti,Sepidedam,4,1991,05:26,/var/home/miladsharifiteh/Music/Mahasti/Sepidedam/4-Ashena.mp3,mp3
470,Biya Benevisim,Mahasti,Sepidedam,5,1991,05:14,/var/home/miladsharifiteh/Music/Mahasti/Sepidedam/5-Biya Benevisim.mp3,mp3
471,Barge Gol,Mahasti,Sepidedam,6,1991,06:22,/var/home/miladsharifiteh/Music/Mahasti/Sepidedam/6-Barge Gol.mp3,mp3
472,Hanouz Ham Douset Daram,Mahasti,Sepidedam,7,1991,05:07,/var/home/miladsharifiteh/Music/Mahasti/Sepidedam/7-Hanouz Ham Douset Daram.mp3,mp3
